"group_code","group_name","country_code"
"EMEA","EMEA","GM"
"EMEA","EMEA","GN"
"EMEA","EMEA","GR"
"EMEA","EMEA","HR"
"EMEA","EMEA","HU"
"EMEA","EMEA","IE"
"EMEA","EMEA","IL"
"EMEA","EMEA","IM"
"EMEA","EMEA","IQ"
"EMEA","EMEA","IR"
"EMEA","EMEA","IS"
"EMEA","EMEA","IT"
"EMEA","EMEA","JE"
"EMEA","EMEA","JO"
"EMEA","EMEA","KE"
"EMEA","EMEA","KM"
"EMEA","EMEA","KW"
"EMEA","EMEA","KZ"
"EMEA","EMEA","LB"
"EMEA","EMEA","LI"
"EMEA","EMEA","LR"
"EMEA","EMEA","LS"
"EMEA","EMEA","LT"
"EMEA","EMEA","LU"
"EMEA","EMEA","LV"
"EMEA","EMEA","LY"
"EMEA","EMEA","MA"
"EMEA","EMEA","MC"
"EMEA","EMEA","MD"
"EMEA","EMEA","ME"
"EMEA","EMEA","MG"
"EMEA","EMEA","MK"
"EMEA","EMEA","ML"
"EMEA","EMEA","MR"
"EMEA","EMEA","MT"
"EMEA","EMEA","MU"
"EMEA","EMEA","MW"
"EMEA","EMEA","MZ"
"EMEA","EMEA","NA"
"EMEA","EMEA","NE"
"EMEA","EMEA","NL"
"EMEA","EMEA","NO"
"EMEA","EMEA","OM"
"EMEA","EMEA","PL"
"EMEA","EMEA","PT"
"EMEA","EMEA","QA"
"EMEA","EMEA","RE"
"EMEA","EMEA","RS"
"EMEA","EMEA","RU"
"EMEA","EMEA","RW"
"EMEA","EMEA","SA"
"EMEA","EMEA","SC"
"EMEA","EMEA","SD"
"EMEA","EMEA","SE"
"EMEA","EMEA","SH"
"EMEA","EMEA","SI"
"EMEA","EMEA","SK"
"EMEA","EMEA","SL"
"EMEA","EMEA","SM"
"EMEA","EMEA","SN"
"EMEA","EMEA","ST"
"EMEA","EMEA","SY"
"EMEA","EMEA","SZ"
"EMEA","EMEA","TD"
"EMEA","EMEA","TG"
"EMEA","EMEA","TN"
"EMEA","EMEA","TR"
"EMEA","EMEA","TZ"
"EMEA","EMEA","UA"
"EMEA","EMEA","UG"
"EMEA","EMEA","VA"
"EMEA","EMEA","YE"
"EMEA","EMEA","YT"
"EMEA","EMEA","ZA"
"EMEA","EMEA","ZM"
"EMEA","EMEA","ZW"
"EMEIA","EMEIA","AD"
"EMEIA","EMEIA","AE"
"EMEIA","EMEIA","AL"
"EMEIA","EMEIA","AM"
"EMEIA","EMEIA","AO"
"EMEIA","EMEIA","AT"
"EMEIA","EMEIA","AX"
"EMEIA","EMEIA","AZ"
"EMEIA","EMEIA","BA"
"EMEIA","EMEIA","BE"
"EMEIA","EMEIA","BG"
"EMEIA","EMEIA","BH"
"EMEIA","EMEIA","BI"
"EMEIA","EMEIA","BJ"
"EMEIA","EMEIA","BW"
"EMEIA","EMEIA","BY"
"EMEIA","EMEIA","CF"
"EMEIA","EMEIA","CG"
"EMEIA","EMEIA","CH"
"EMEIA","EMEIA","CI"
"EMEIA","EMEIA","CM"
"EMEIA","EMEIA","CV"
"EMEIA","EMEIA","CY"
"EMEIA","EMEIA","CZ"
"EMEIA","EMEIA","DE"
"EMEIA","EMEIA","DJ"
"EMEIA","EMEIA","DK"
"EMEIA","EMEIA","DZ"
"EMEIA","EMEIA","EE"
"EMEIA","EMEIA","EG"
"EMEIA","EMEIA","EH"
"EMEIA","EMEIA","ER"
"EMEIA","EMEIA","ES"
"EMEIA","EMEIA","ET"
"EMEIA","EMEIA","FI"
"EMEIA","EMEIA","FO"
"EMEIA","EMEIA","FR"
"EMEIA","EMEIA","GA"
"EMEIA","EMEIA","GB"
"EMEIA","EMEIA","GE"
"EMEIA","EMEIA","GG"
"EMEIA","EMEIA","GH"
"EMEIA","EMEIA","GI"
"EMEIA","EMEIA","GM"
"EMEIA","EMEIA","GN"
"EMEIA","EMEIA","GR"
"EMEIA","EMEIA","HR"
"EMEIA","EMEIA","HU"
"EMEIA","EMEIA","IE"
"EMEIA","EMEIA","IL"
"EMEIA","EMEIA","IM"
"EMEIA","EMEIA","IN"
"EMEIA","EMEIA","IQ"
"EMEIA","EMEIA","IR"
"EMEIA","EMEIA","IS"
"EMEIA","EMEIA","IT"
"EMEIA","EMEIA","JE"
"EMEIA","EMEIA","JO"
"EMEIA","EMEIA","KE"
"EMEIA","EMEIA","KM"
"EMEIA","EMEIA","KW"
"EMEIA","EMEIA","KZ"
"EMEIA","EMEIA","LB"
"EMEIA","EMEIA","LI"
"EMEIA","EMEIA","LR"
"EMEIA","EMEIA","LS"
"EMEIA","EMEIA","LT"
"EMEIA","EMEIA","LU"
"EMEIA","EMEIA","LV"
"EMEIA","EMEIA","LY"
"EMEIA","EMEIA","MA"
"EMEIA","EMEIA","MC"
"EMEIA","EMEIA","MD"
"EMEIA","EMEIA","ME"
"EMEIA","EMEIA","MG"
"EMEIA","EMEIA","MK"
"EMEIA","EMEIA","ML"
"EMEIA","EMEIA","MR"
"EMEIA","EMEIA","MT"
"EMEIA","EMEIA","MU"
"EMEIA","EMEIA","MW"
"EMEIA","EMEIA","MZ"
"EMEIA","EMEIA","NA"
"EMEIA","EMEIA","NE"
"EMEIA","EMEIA","NL"
"EMEIA","EMEIA","NO"
"EMEIA","EMEIA","OM"
"EMEIA","EMEIA","PL"
"EMEIA","EMEIA","PT"
"EMEIA","EMEIA","QA"
"EMEIA","EMEIA","RE"
"EMEIA","EMEIA","RS"
"EMEIA","EMEIA","RU"
"EMEIA","EMEIA","RW"
"EMEIA","EMEIA","SA"
"EMEIA","EMEIA","SC"
"EMEIA","EMEIA","SD"
"EMEIA","EMEIA","SE"
"EMEIA","EMEIA","SH"
"EMEIA","EMEIA","SI"
"EMEIA","EMEIA","SK"
"EMEIA","EMEIA","SL"
"EMEIA","EMEIA","SM"
"EMEIA","EMEIA","SN"
"EMEIA","EMEIA","ST"
"EMEIA","EMEIA","SY"
"EMEIA","EMEIA","SZ"
"EMEIA","EMEIA","TD"
"EMEIA","EMEIA","TG"
"EMEIA","EMEIA","TN"
"EMEIA","EMEIA","TR"
"EMEIA","EMEIA","TZ"
"EMEIA","EMEIA","UA"
"EMEIA","EMEIA","UG"
"EMEIA","EMEIA","VA"
"EMEIA","EMEIA","YE"
"EMEIA","EMEIA","YT"
"EMEIA","EMEIA","ZA"
"EMEIA","EMEIA","ZM"
"EMEIA","EMEIA","ZW"
"EU","European Union","AT"
"EU","European Union","BE"
"EU","European Union","BG"
"EU","European Union","CY"
"EU","European Union","CZ"
"EU","European Union","DE"
"EU","European Union","DK"
"EU","European Union","EE"
"EU","European Union","ES"
"EU","European Union","FI"
"EU","European Union","FR"
"EU","European Union","GB"
"EU","European Union","GR"
"EU","European Union","HR"
"EU","European Union","HU"
"EU","European Union","IE"
"EU","European Union","IT"
"EU","European Union","LT"
"EU","European Union","LU"
"EU","European Union","LV"
"EU","European Union","MT"
"EU","European Union","NL"
"EU","European Union","OM"
"EU","European Union","PL"
"EU","European Union","PT"
"EU","European Union","SE"
"EU","European Union","SI"
"EU","European Union","SK"
"Four Asian Tigers","Four Asian Tigers","HK"
"Four Asian Tigers","Four Asian Tigers","KR"
"Four Asian Tigers","Four Asian Tigers","SG"
"Four Asian Tigers","Four Asian Tigers","TW"
"G2","Group of Two","CN"
"G2","Group of Two","US"
"G20","Group of Twenty","AR"
"G20","Group of Twenty","AT"
"G20","Group of Twenty","AU"
"G20","Group of Twenty","BE"
"G20","Group of Twenty","BG"
"G20","Group of Twenty","BR"
"G20","Group of Twenty","CA"
"G20","Group of Twenty","CN"
"G20","Group of Twenty","CY"
"G20","Group of Twenty","CZ"
"G20","Group of Twenty","DE"
"G20","Group of Twenty","DK"
"G20","Group of Twenty","EE"
"G20","Group of Twenty","ES"
"G20","Group of Twenty","FI"
"G20","Group of Twenty","FR"
"G20","Group of Twenty","GB"
"G20","Group of Twenty","GR"
"G20","Group of Twenty","HR"
"G20","Group of Twenty","HU"
"G20","Group of Twenty","ID"
"G20","Group of Twenty","IE"
"G20","Group of Twenty","IN"
"G20","Group of Twenty","IT"
"G20","Group of Twenty","JP"
"G20","Group of Twenty","KR"
"G20","Group of Twenty","LT"
"G20","Group of Twenty","LU"
"G20","Group of Twenty","LV"
"G20","Group of Twenty","MT"
"G20","Group of Twenty","MX"
"G20","Group of Twenty","NL"
"G20","Group of Twenty","OM"
"G20","Group of Twenty","PL"
"G20","Group of Twenty","PT"
"G20","Group of Twenty","RU"
"G20","Group of Twenty","SA"
"G20","Group of Twenty","SE"
"G20","Group of Twenty","SI"
"G20","Group of Twenty","SK"
"G20","Group of Twenty","TR"
"G20","Group of Twenty","US"
"G20","Group of Twenty","ZA"
"G3","Global Governance Group","AE"
"G3","Global Governance Group","BB"
"G3","Global Governance Group","BH"
"G3","Global Governance Group","BN"
"G3","Global Governance Group","BS"
"G3","Global Governance Group","BW"
"G3","Global Governance Group","CH"
"G3","Global Governance Group","CL"
"G3","Global Governance Group","CR"
"G3","Global Governance Group","FI"
"G3","Global Governance Group","GT"
"G3","Global Governance Group","JM"
"G3","Global Governance Group","KW"
"G3","Global Governance Group","LI"
"G3","Global Governance Group","LU"
"G3","Global Governance Group","MC"
"G3","Global Governance Group","ME"
"G3","Global Governance Group","MY"
"G3","Global Governance Group","NZ"
"G3","Global Governance Group","PA"
"G3","Global Governance Group","PE"
"G3","Global Governance Group","PH"
"G3","Global Governance Group","QA"
"G3","Global Governance Group","RW"
"G3","Global Governance Group","SG"
"G3","Global Governance Group","SI"
"G3","Global Governance Group","SM"
"G3","Global Governance Group","SN"
"G3","Global Governance Group","UY"
"G3","Global Governance Group","VN"
"G4 Nations","G4 Nations","BR"
"G4 Nations","G4 Nations","DE"
"G4 Nations","G4 Nations","IN"
"G4 Nations","G4 Nations","JP"
"G7","Group of Seven","CA"
"G7","Group of Seven","DE"
"G7","Group of Seven","FR"
"G7","Group of Seven","GB"
"G7","Group of Seven","IT"
"G7","Group of Seven","JP"
"G7","Group of Seven","US"
"G77","Group of 77","AE"
"G77","Group of 77","AF"
"G77","Group of 77","AG"
"G77","Group of 77","AO"
"G77","Group of 77","AR"
"G77","Group of 77","BA"
"G77","Group of 77","BB"
"G77","Group of 77","BD"
"G77","Group of 77","BF"
"G77","Group of 77","BH"
"G77","Group of 77","BI"
"G77","Group of 77","BJ"
"G77","Group of 77","BN"
"G77","Group of 77","BO"
"G77","Group of 77","BR"
"G77","Group of 77","BS"
"G77","Group of 77","BT"
"G77","Group of 77","BW"
"G77","Group of 77","BZ"
"G77","Group of 77","CD"
"G77","Group of 77","CF"
"G77","Group of 77","CG"
"G77","Group of 77","CI"
"G77","Group of 77","CL"
"G77","Group of 77","CM"
"G77","Group of 77","CO"
"G77","Group of 77","CR"
"G77","Group of 77","CU"
"G77","Group of 77","CV"
"G77","Group of 77","DJ"
"G77","Group of 77","DM"
"G77","Group of 77","DZ"
"G77","Group of 77","EC"
"G77","Group of 77","EG"
"G77","Group of 77","ER"
"G77","Group of 77","ET"
"G77","Group of 77","FJ"
"G77","Group of 77","FM"
"G77","Group of 77","GA"
"G77","Group of 77","GD"
"G77","Group of 77","GH"
"G77","Group of 77","GM"
"G77","Group of 77","GN"
"G77","Group of 77","GT"
"G77","Group of 77","GY"
"G77","Group of 77","HN"
"G77","Group of 77","HT"
"G77","Group of 77","ID"
"G77","Group of 77","IN"
"G77","Group of 77","IQ"
"G77","Group of 77","IR"
"G77","Group of 77","JM"
"G77","Group of 77","JO"
"G77","Group of 77","KE"
"G77","Group of 77","KH"
"G77","Group of 77","KI"
"G77","Group of 77","KM"
"G77","Group of 77","KN"
"G77","Group of 77","KP"
"G77","Group of 77","KW"
"G77","Group of 77","LA"
"G77","Group of 77","LB"
"G77","Group of 77","LC"
"G77","Group of 77","LK"
"G77","Group of 77","LR"
"G77","Group of 77","LS"
"G77","Group of 77","LY"
"G77","Group of 77","MA"
"G77","Group of 77","MG"
"G77","Group of 77","MH"
"G77","Group of 77","ML"
"G77","Group of 77","MM"
"G77","Group of 77","MN"
"G77","Group of 77","MR"
"G77","Group of 77","MU"
"G77","Group of 77","MV"
"G77","Group of 77","MW"
"G77","Group of 77","MY"
"G77","Group of 77","MZ"
"G77","Group of 77","NA"
"G77","Group of 77","NE"
"G77","Group of 77","NI"
"G77","Group of 77","NP"
"G77","Group of 77","NR"
"G77","Group of 77","OM"
"G77","Group of 77","PA"
"G77","Group of 77","PE"
"G77","Group of 77","PH"
"G77","Group of 77","PK"
"G77","Group of 77","PS"
"G77","Group of 77","PY"
"G77","Group of 77","QA"
"G77","Group of 77","RW"
"G77","Group of 77","SA"
"G77","Group of 77","SB"
"G77","Group of 77","SC"
"G77","Group of 77","SD"
"G77","Group of 77","SG"
"G77","Group of 77","SL"
"G77","Group of 77","SN"
"G77","Group of 77","SR"
"G77","Group of 77","ST"
"G77","Group of 77","SV"
"G77","Group of 77","SY"
"G77","Group of 77","SZ"
"G77","Group of 77","TD"
"G77","Group of 77","TG"
"G77","Group of 77","TH"
"G77","Group of 77","TJ"
"G77","Group of 77","TL"
"G77","Group of 77","TM"
"G77","Group of 77","TN"
"G77","Group of 77","TO"
"G77","Group of 77","TT"
"G77","Group of 77","TZ"
"G77","Group of 77","UG"
"G77","Group of 77","UY"
"G77","Group of 77","VC"
"G77","Group of 77","VE"
"G77","Group of 77","VN"
"G77","Group of 77","VU"
"G77","Group of 77","WS"
"G77","Group of 77","YE"
"G77","Group of 77","ZA"
"G77","Group of 77","ZM"
"G77","Group of 77","ZW"
"G8+5","G8+5","BR"
"G8+5","G8+5","CA"
"G8+5","G8+5","CN"
"G8+5","G8+5","DE"
"G8+5","G8+5","FR"
"G8+5","G8+5","GB"
"G8+5","G8+5","IN"
"G8+5","G8+5","IT"
"G8+5","G8+5","JP"
"G8+5","G8+5","MX"
"G8+5","G8+5","RU"
"G8+5","G8+5","US"
"G8+5","G8+5","ZA"
"GAS","GAS","AT"
"GAS","GAS","CH"
"GAS","GAS","DE"
"Greater China","Greater China","CN"
"Greater China","Greater China","HK"
"Greater China","Greater China","MO"
"Greater China","Greater China","TW"
"Gulf Cooperation Council","Gulf Cooperation Council","AE"
"Gulf Cooperation Council","Gulf Cooperation Council","BH"
"Gulf Cooperation Council","Gulf Cooperation Council","KW"
"Gulf Cooperation Council","Gulf Cooperation Council","OM"
"Gulf Cooperation Council","Gulf Cooperation Council","QA"
"Gulf Cooperation Council","Gulf Cooperation Council","SA"
"IBSA","IBSA","BR"
"IBSA","IBSA","IN"
"IBSA","IBSA","ZA"
"Levant","Levant","CY"
"Levant","Levant","IL"
"Levant","Levant","JO"
"Levant","Levant","LB"
"Levant","Levant","PS"
"Levant","Levant","SY"
"MEA","MEA","AE"
"MEA","MEA","AO"
"MEA","MEA","BF"
"MEA","MEA","BH"
"MEA","MEA","BI"
"MEA","MEA","BJ"
"MEA","MEA","BW"
"MEA","MEA","CF"
"MEA","MEA","CG"
"MEA","MEA","CI"
"MEA","MEA","CM"
"MEA","MEA","CV"
"MEA","MEA","DJ"
"MEA","MEA","DZ"
"MEA","MEA","EG"
"MEA","MEA","ER"
"MEA","MEA","ET"
"MEA","MEA","GA"
"MEA","MEA","GH"
"MEA","MEA","GM"
"MEA","MEA","GN"
"MEA","MEA","IL"
"MEA","MEA","IQ"
"MEA","MEA","IR"
"MEA","MEA","JO"
"MEA","MEA","KE"
"MEA","MEA","KM"
"MEA","MEA","KW"
"MEA","MEA","LB"
"MEA","MEA","LR"
"MEA","MEA","LS"
"MEA","MEA","LY"
"MEA","MEA","MA"
"MEA","MEA","MG"
"MEA","MEA","ML"
"MEA","MEA","MR"
"MEA","MEA","MU"
"MEA","MEA","MW"
"MEA","MEA","MZ"
"MEA","MEA","NA"
"MEA","MEA","NE"
"MEA","MEA","OM"
"MEA","MEA","QA"
"MEA","MEA","RW"
"MEA","MEA","SA"
"MEA","MEA","SC"
"MEA","MEA","SD"
"MEA","MEA","SL"
"MEA","MEA","SN"
"MEA","MEA","ST"
"MEA","MEA","SY"
"MEA","MEA","SZ"
"MEA","MEA","TD"
"MEA","MEA","TG"
"MEA","MEA","TN"
"MEA","MEA","TR"
"MEA","MEA","TZ"
"MEA","MEA","UG"
"MEA","MEA","YE"
"MEA","MEA","ZA"
"MEA","MEA","ZM"
"MEA","MEA","ZW"
"MENA","MENA","AE"
"MENA","MENA","BH"
"MENA","MENA","DZ"
"MENA","MENA","EG"
"MENA","MENA","EH"
"MENA","MENA","IL"
"MENA","MENA","IQ"
"MENA","MENA","IR"
"MENA","MENA","JO"
"MENA","MENA","KW"
"MENA","MENA","LB"
"MENA","MENA","LY"
"MENA","MENA","MA"
"MENA","MENA","OM"
"MENA","MENA","QA"
"MENA","MENA","SA"
"MENA","MENA","SD"
"MENA","MENA","SY"
"MENA","MENA","TN"
"MENA","MENA","TR"
"MENA","MENA","YE"
"MEP","MEP","AE"
"MEP","MEP","BH"
"MEP","MEP","EG"
"MEP","MEP","IL"
"MEP","MEP","IQ"
"MEP","MEP","IR"
"MEP","MEP","JO"
"MEP","MEP","KW"
"MEP","MEP","LB"
"MEP","MEP","LY"
"MEP","MEP","OM"
"MEP","MEP","QA"
"MEP","MEP","SA"
"MEP","MEP","SY"
"MEP","MEP","TR"
"MEP","MEP","YE"
"Mercosur","Southern Common Market","AR"
"Mercosur","Southern Common Market","BO"
"Mercosur","Southern Common Market","BR"
"Mercosur","Southern Common Market","CL"
"Mercosur","Southern Common Market","CO"
"Mercosur","Southern Common Market","EC"
"Mercosur","Southern Common Market","GY"
"Mercosur","Southern Common Market","PE"
"Mercosur","Southern Common Market","PY"
"Mercosur","Southern Common Market","SR"
"Mercosur","Southern Common Market","UY"
"META","META","AE"
"META","META","AO"
"META","META","BF"
"META","META","BH"
"META","META","BI"
"META","META","BJ"
"META","META","BW"
"META","META","CF"
"META","META","CG"
"META","META","CI"
"META","META","CM"
"META","META","CV"
"META","META","DJ"
"META","META","DZ"
"META","META","EG"
"META","META","ER"
"META","META","ET"
"META","META","GA"
"META","META","GH"
"META","META","GM"
"META","META","GN"
"META","META","IL"
"META","META","IQ"
"META","META","IR"
"META","META","JO"
"META","META","KE"
"META","META","KM"
"META","META","KW"
"META","META","LB"
"META","META","LR"
"META","META","LS"
"META","META","LY"
"META","META","MA"
"META","META","MG"
"META","META","ML"
"META","META","MR"
"META","META","MU"
"META","META","MW"
"META","META","MZ"
"META","META","NA"
"META","META","NE"
"META","META","OM"
"META","META","QA"
"META","META","RW"
"META","META","SA"
"META","META","SC"
"META","META","SD"
"META","META","SL"
"META","META","SN"
"META","META","ST"
"META","META","SY"
"META","META","SZ"
"META","META","TD"
"META","META","TG"
"META","META","TN"
"META","META","TR"
"META","META","TZ"
"META","META","UG"
"META","META","YE"
"META","META","ZA"
"META","META","ZM"
"META","META","ZW"
"MIKTA","MIKTA","AU"
"MIKTA","MIKTA","ID"
"MIKTA","MIKTA","KR"
"MIKTA","MIKTA","MX"
"MIKTA","MIKTA","TR"
"MINT","MINT","ID"
"MINT","MINT","MX"
"MINT","MINT","NE"
"MINT","MINT","TR"
"N11","Next Eleven","BD"
"N12","N12","EG"
"N13","N13","ID"
"N14","N14","IR"
"N15","N15","MX"
"N16","N16","NE"
"N17","N17","PK"
"N18","N18","PH"
"N19","N19","TR"
"N20","N20","KR"
"N21","N21","VN"
"NAFTA","North American Free Trade Agreement","CA"
"NAFTA","North American Free Trade Agreement","MX"
"NAFTA","North American Free Trade Agreement","US"
"NALA","NALA","AG"
"NALA","NALA","AI"
"NALA","NALA","AR"
"NALA","NALA","AW"
"NALA","NALA","BB"
"NALA","NALA","BL"
"NALA","NALA","BM"
"NALA","NALA","BO"
"NALA","NALA","BQ"
"NALA","NALA","BR"
"NALA","NALA","BS"
"NALA","NALA","BZ"
"NALA","NALA","CA"
"NALA","NALA","CL"
"NALA","NALA","CO"
"NALA","NALA","CR"
"NALA","NALA","CU"
"NALA","NALA","CW"
"NALA","NALA","DM"
"NALA","NALA","EC"
"NALA","NALA","FR"
"NALA","NALA","GD"
"NALA","NALA","GL"
"NALA","NALA","GN"
"NALA","NALA","GP"
"NALA","NALA","GT"
"NALA","NALA","HN"
"NALA","NALA","HT"
"NALA","NALA","JM"
"NALA","NALA","KN"
"NALA","NALA","KY"
"NALA","NALA","LC"
"NALA","NALA","MF"
"NALA","NALA","MQ"
"NALA","NALA","MS"
"NALA","NALA","MX"
"NALA","NALA","NI"
"NALA","NALA","NL"
"NALA","NALA","PA"
"NALA","NALA","PE"
"NALA","NALA","PM"
"NALA","NALA","PR"
"NALA","NALA","PY"
"NALA","NALA","SV"
"NALA","NALA","SX"
"NALA","NALA","TC"
"NALA","NALA","TT"
"NALA","NALA","US"
"NALA","NALA","UY"
"NALA","NALA","VC"
"NALA","NALA","VE"
"NALA","NALA","VG"
"OAS","Organization of American States","AG"
"OAS","Organization of American States","AR"
"OAS","Organization of American States","BB"
"OAS","Organization of American States","BO"
"OAS","Organization of American States","BR"
"OAS","Organization of American States","BS"
"OAS","Organization of American States","BZ"
"OAS","Organization of American States","CA"
"OAS","Organization of American States","CL"
"OAS","Organization of American States","CO"
"OAS","Organization of American States","CR"
"OAS","Organization of American States","CU"
"OAS","Organization of American States","DM"
"OAS","Organization of American States","EC"
"OAS","Organization of American States","GD"
"OAS","Organization of American States","GT"
"OAS","Organization of American States","GY"
"OAS","Organization of American States","HN"
"OAS","Organization of American States","HT"
"OAS","Organization of American States","JM"
"OAS","Organization of American States","KN"
"OAS","Organization of American States","LC"
"OAS","Organization of American States","MX"
"OAS","Organization of American States","NI"
"OAS","Organization of American States","PA"
"OAS","Organization of American States","PE"
"OAS","Organization of American States","PY"
"OAS","Organization of American States","SR"
"OAS","Organization of American States","SV"
"OAS","Organization of American States","TT"
"OAS","Organization of American States","US"
"OAS","Organization of American States","UY"
"OAS","Organization of American States","VC"
"OAS","Organization of American States","VE"
"OECD","Organisation for Economic Co-operation and Development","AT"
"OECD","Organisation for Economic Co-operation and Development","AU"
"OECD","Organisation for Economic Co-operation and Development","BE"
"OECD","Organisation for Economic Co-operation and Development","CA"
"OECD","Organisation for Economic Co-operation and Development","CH"
"OECD","Organisation for Economic Co-operation and Development","CL"
"OECD","Organisation for Economic Co-operation and Development","CZ"
"OECD","Organisation for Economic Co-operation and Development","DE"
"OECD","Organisation for Economic Co-operation and Development","DK"
"OECD","Organisation for Economic Co-operation and Development","EE"
"OECD","Organisation for Economic Co-operation and Development","ES"
"OECD","Organisation for Economic Co-operation and Development","FI"
"OECD","Organisation for Economic Co-operation and Development","FR"
"OECD","Organisation for Economic Co-operation and Development","GB"
"OECD","Organisation for Economic Co-operation and Development","GR"
"OECD","Organisation for Economic Co-operation and Development","HU"
"OECD","Organisation for Economic Co-operation and Development","IE"
"OECD","Organisation for Economic Co-operation and Development","IL"
"OECD","Organisation for Economic Co-operation and Development","IS"
"OECD","Organisation for Economic Co-operation and Development","IT"
"OECD","Organisation for Economic Co-operation and Development","JP"
"OECD","Organisation for Economic Co-operation and Development","KR"
"OECD","Organisation for Economic Co-operation and Development","LT"
"OECD","Organisation for Economic Co-operation and Development","LU"
"OECD","Organisation for Economic Co-operation and Development","LV"
"OECD","Organisation for Economic Co-operation and Development","MX"
"OECD","Organisation for Economic Co-operation and Development","NL"
"OECD","Organisation for Economic Co-operation and Development","NO"
"OECD","Organisation for Economic Co-operation and Development","NZ"
"OECD","Organisation for Economic Co-operation and Development","PL"
"OECD","Organisation for Economic Co-operation and Development","PT"
"OECD","Organisation for Economic Co-operation and Development","SE"
"OECD","Organisation for Economic Co-operation and Development","SI"
"OECD","Organisation for Economic Co-operation and Development","SK"
"OECD","Organisation for Economic Co-operation and Development","TR"
"OECD","Organisation for Economic Co-operation and Development","US"
"OPEC","Organization of the Petroleum Exporting Countries","AE"
"OPEC","Organization of the Petroleum Exporting Countries","AO"
"OPEC","Organization of the Petroleum Exporting Countries","CG"
"OPEC","Organization of the Petroleum Exporting Countries","DZ"
"OPEC","Organization of the Petroleum Exporting Countries","EC"
"OPEC","Organization of the Petroleum Exporting Countries","GA"
"OPEC","Organization of the Petroleum Exporting Countries","GN"
"OPEC","Organization of the Petroleum Exporting Countries","IQ"
"OPEC","Organization of the Petroleum Exporting Countries","IR"
"OPEC","Organization of the Petroleum Exporting Countries","KW"
"OPEC","Organization of the Petroleum Exporting Countries","LY"
"OPEC","Organization of the Petroleum Exporting Countries","NE"
"OPEC","Organization of the Petroleum Exporting Countries","QA"
"OPEC","Organization of the Petroleum Exporting Countries","SA"
"OPEC","Organization of the Petroleum Exporting Countries","VE"
"P5","P5","CN"
"P5","P5","FR"
"P5","P5","GB"
"P5","P5","RU"
"P5","P5","US"
"Pacific Alliance","Pacific Alliance","AU"
"Pacific Alliance","Pacific Alliance","CA"
"Pacific Alliance","Pacific Alliance","CL"
"Pacific Alliance","Pacific Alliance","CO"
"Pacific Alliance","Pacific Alliance","MX"
"Pacific Alliance","Pacific Alliance","NZ"
"Pacific Alliance","Pacific Alliance","PE"
"Pacific Alliance","Pacific Alliance","SG"
"PIGS","PIGS","ES"
"PIGS","PIGS","GR"
"PIGS","PIGS","IT"
"PIGS","PIGS","PT"
"Rio Group","Rio Group","AR"
"Rio Group","Rio Group","BO"
"Rio Group","Rio Group","BR"
"Rio Group","Rio Group","BZ"
"Rio Group","Rio Group","CL"
"Rio Group","Rio Group","CO"
"Rio Group","Rio Group","CR"
"Rio Group","Rio Group","CU"
"Rio Group","Rio Group","DM"
"Rio Group","Rio Group","EC"
"Rio Group","Rio Group","GT"
"Rio Group","Rio Group","GY"
"Rio Group","Rio Group","HN"
"Rio Group","Rio Group","HT"
"Rio Group","Rio Group","JM"
"Rio Group","Rio Group","MX"
"Rio Group","Rio Group","NI"
"Rio Group","Rio Group","PA"
"Rio Group","Rio Group","PE"
"Rio Group","Rio Group","PY"
"Rio Group","Rio Group","SR"
"Rio Group","Rio Group","SV"
"Rio Group","Rio Group","UY"
"Rio Group","Rio Group","VE"
"SAARC","South Asian Association for Regional Cooperation","AF"
"SAARC","South Asian Association for Regional Cooperation","BD"
"SAARC","South Asian Association for Regional Cooperation","BT"
"SAARC","South Asian Association for Regional Cooperation","IN"
"SAARC","South Asian Association for Regional Cooperation","LK"
"SAARC","South Asian Association for Regional Cooperation","MV"
"SAARC","South Asian Association for Regional Cooperation","NP"
"SAARC","South Asian Association for Regional Cooperation","PK"
"SCO","Shanghai Cooperation Organisation","CN"
"SCO","Shanghai Cooperation Organisation","IN"
"SCO","Shanghai Cooperation Organisation","KG"
"SCO","Shanghai Cooperation Organisation","KZ"
"SCO","Shanghai Cooperation Organisation","PK"
"SCO","Shanghai Cooperation Organisation","RU"
"SCO","Shanghai Cooperation Organisation","TJ"
"SCO","Shanghai Cooperation Organisation","UZ"
"SEA","South-East Asia","BN"
"SEA","South-East Asia","CC"
"SEA","South-East Asia","CX"
"SEA","South-East Asia","ID"
"SEA","South-East Asia","KH"
"SEA","South-East Asia","LA"
"SEA","South-East Asia","MM"
"SEA","South-East Asia","MY"
"SEA","South-East Asia","PH"
"SEA","South-East Asia","SG"
"SEA","South-East Asia","TH"
"SEA","South-East Asia","TL"
"SEA","South-East Asia","VN"
"UN","United Nations","AD"
"UN","United Nations","AE"
"UN","United Nations","AF"
"UN","United Nations","AG"
"UN","United Nations","AL"
"UN","United Nations","AM"
"UN","United Nations","AO"
"UN","United Nations","AR"
"UN","United Nations","AT"
"UN","United Nations","AU"
"UN","United Nations","AZ"
"UN","United Nations","BA"
"UN","United Nations","BB"
"UN","United Nations","BD"
"UN","United Nations","BE"
"UN","United Nations","BF"
"UN","United Nations","BG"
"UN","United Nations","BH"
"UN","United Nations","BI"
"UN","United Nations","BJ"
"UN","United Nations","BN"
"UN","United Nations","BO"
